Marque,Famille,Sous_famille,Parfumeur,Prix_Categorie,Fragrance,Origine,Genre,Année,Ingredients_txt,Concepts_txt
Costume National,BOISÉ,CITRUS,Dominique Margarita Moellhausen,Niche,PAPERPLANE,Italie,Unisexe,2023,sauge sclarée poivre cypriol nagarmota ambre encens olibanum vétiver musc mousse,crayon quotidien décontracté robuste intense riche puissant jour exotique boisé
Jusbox,AMBRÉ (ORIENTAL),FRUITÉ,Julien Rasquinet,Niche,CARIOCA HEART,Italie,Unisexe,2023,operanide boisé ambré mangue bois de santal ciste labdanum vanille rhum citron ambroxan ambre gris ananas pivoine,intense riche robuste puissant girly sucré généreux quotidien lourd tapeàlœil
Oriflame,BOISÉ,CITRUS,Inconnu,Mass Market,WILD GREEN,Suède,Homme,2023,vétiver menthe crépue gingembre aiguilles de pin géranium citron cyprès patchouli sauge sclarée,vert quotidien décontracté robuste elégant intense riche puissant jour automne
Matière Première,AMBRÉ (ORIENTAL),GOURMAND,Aurélien Guichard,Niche,VANILLA POWDER,France,Unisexe,2023,vanille madagascar musc noix de coco palo santo,intense riche puissant robuste nuit généreux chaud boisé mystique chaleur
Juliette has a Gun,FLORAL,ALDÉHYDÉ,Inconnu,Niche,ODE TO DULLNESS,France,Unisexe,2023,musc freesia fève tonka cashmeran boisé musqué bois de santal anis étoilé,mélancolique quotidien printemps décontracté jour florissant floral riche robuste féminin
Henry Rose,FOUGÈRE AROMATIQUE,AQUEUX,Yves Cassar,Niche,MENACE,États-Unis d'Amérique,Unisexe,2023,citron vert cyprès musc tangerine marine patchouli lentisque cèdre virginie,dynamique sportif eté frais marin ozone quotidien décontracté aqueux printemps
Le Labo,FOUGÈRE AROMATIQUE,CITRUS,Daphné Bugey,Niche,LAVANDE 31,États-Unis d'Amérique,Unisexe,2023,fève tonka ambre lavande néroli musc bergamote,quotidien décontracté jour printemps dynamique pétillant energisant sportif eté stimulant
Oriflame,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Mass Market,GREATER,Suède,Homme,2023,cannelle bois de gaïac fleur doranger ananas goyave praline fruits exotiques géranium cèdre,intense riche robuste puissant boisé hiver automne marron nuit décontracté
Fragonard,FLORAL,CITRUS,Inconnu,Mass Market,FLEUR D'ORANGER PARFUM,France,Femme,2023,ylangylang néroli jasmin bergamote fleur doranger musc,quotidien florissant ensoleillé floral décontracté jour liberté lumière lumineux radiant
Lalique,CHYPRE,CITRUS,Annick Ménardo,Prestige,ENCRE INDIGO,France,Homme,2023,thé patchouli indonésie safran notes terreuses bay baies sauvages bergamote mousse thé noir notes florales vétiver indonésie baies de genièvre poivre rose ambre gris,robuste elégant intense riche puissant généreux décontracté sophistiqué exotique féminin
Ormonde Jayne,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Niche,ARABESQUE,Royaume-Uni,Unisexe,2023,poivre noir bergamote musc mousse safran cassis jasmin rose oud bois dagar patchouli,intense riche robuste puissant boisé hiver automne nuit marron quotidien
Gucci,FLORAL,CITRUS,Alberto Morillas,Niche,A FLORAL VERSE,Italie,Unisexe,2023,thé noir jasmin sambac musc,floral quotidien décontracté jour blanc florissant lumière radiant printemps ensoleillé
Philipp Plein,BOISÉ,AMBRÉ (ORIENTAL),Alberto Morillas,Prestige,NO LIMIT$ GOLD,Suisse,Homme,2023,gingembre fleur doranger benjoin patchouli accord boisé ambré bergamote géranium pamplemousse résine délémi,intense riche robuste puissant boisé hiver nuit marron noir automne
Hugo Boss,BOISÉ,AMBRÉ (ORIENTAL),"Annick Ménardo,Suzy Le Helley",Prestige,BOSS BOTTLED ELIXIR,Allemagne,Homme,2023,vétiver ciste labdanum patchouli cardamome cèdre encens olibanum,intense riche robuste puissant boisé hiver marron décontracté quotidien profond
Rosendo Mateu,FOUGÈRE AROMATIQUE,AQUEUX,Rosendo Mateu,Niche,1988,Espagne,Unisexe,2023,marine accord propre musc notes boisées salé notes ozoniques agrumes notes épicées,dynamique sportif eté quotidien décontracté frais marin ozone jour pétillant
Maison Noir,CHYPRE,FRUITÉ,Michel Almairac,Niche,ICARUS 347,Suisse,Unisexe,2023,ambroxan ambre gris fève tonka melon framboise pomme rouge patchouli mousse pomme verte,intense riche robuste puissant automne hiver quotidien généreux décontracté terreux
Mercedes-Benz,FOUGÈRE AROMATIQUE,CITRUS,Fabrice Pellegrin,Prestige,SILVER THRILL,France,Homme,2023,patchouli amberwood bergamote,quotidien décontracté jour dynamique energisant sportif eté printemps frais pétillant
Mercedes-Benz,BOISÉ,CITRUS,Fabrice Pellegrin,Prestige,RED THRILL,France,Homme,2023,iris vanille cardamome,quotidien décontracté robuste généreux jour intense riche puissant exotique hiver
Mercedes-Benz,CUIR,CITRUS,Fabrice Pellegrin,Prestige,BLACK THRILL,France,Homme,2023,sauge sclarée fève tonka cuir mandarine,exotique robuste intense riche puissant marron chaud tapeàlœil nuit unisexe
Bois 1920,AMBRÉ (ORIENTAL),FRUITÉ,Bois 1920 creative team,Niche,ASTRATTO,Italie,Unisexe,2023,pêche bois de gaïac bergamote vanille musc rose benjoin lait caramel ananas lavande ambre framboise davana jasmin,intense riche robuste puissant sucré généreux quotidien décontracté nuit lourd
Altaia,FLORAL,MUSQUÉ,Inconnu,Niche,AMANK'AY,Italie,Unisexe,2023,lotus poire bois de santal graine dambrette helvetolide musk poivre rose,quotidien rond propre décontracté blanc jour charnel romantique automne confortable
Perfumer H,BOISÉ,VERT,Lyn Harris,Niche,RAIN WOOD,Royaume-Uni,Unisexe,2023,encens olibanum cèdre virginie myrrhe poivre résine délémi angélique baies de genièvre nénuphar galbanum patchouli indonésie,forêt intense riche robuste puissant quotidien décontracté automne elégant affirmé
Victoria Beckham,CUIR,FRUITÉ,Jérôme Epinette,Niche,SUITE 302,États-Unis d'Amérique,Unisexe,2023,cerise noire rose centifolia accord velours piment rouge cuir musc violette feuille de tabac papyrus,intense riche robuste puissant tapeàlœil exotique remarquable automne affirmé lourd
Victoria Beckham,BOISÉ,AMBRÉ (ORIENTAL),Jérôme Epinette,Niche,SAN YSIDRO DRIVE,États-Unis d'Amérique,Unisexe,2023,fruit de la passion pivoine vanille safran marine ambre jasmin rose oud bois dagar,intense riche robuste puissant hiver nuit quotidien décontracté boisé automne
Victoria Beckham,BOISÉ,AMBRÉ (ORIENTAL),Jérôme Epinette,Niche,PORTOFINO '97,États-Unis d'Amérique,Unisexe,2023,vétiver musc patchouli poivre noir bergamote embruns ambre encens olibanum,robuste intense riche puissant boisé décontracté automne hiver quotidien noir
Playboy,FLORAL,FRUITÉ,Inconnu,Mass Market,MIDNIGHT GUILT,France,Femme,2023,rose baies sauvages crème chantilly,quotidien gai heureux optimiste liberté jour blanc décontracté printemps riche
House Of Bo,FLORAL,AMBRÉ (ORIENTAL),Rodrigo Flores-Roux,Niche,LA MAR PARFUM,États-Unis d'Amérique,Unisexe,2023,jasmin arabie benjoin gardénia noix de coco lait damande gingembre inde tubéreuse poivre rose eau de mer,rond quotidien riche intense robuste puissant décontracté charnel violet généreux
Sergio Tacchini,FLORAL,FRUITÉ,Lucas Sieuzac,Mass Market,SERGIO TACCHINI BELLA DONNA,Italie,Femme,2023,bois de santal tubéreuse heliotrope fleur doranger notes vertes musc ylangylang bergamote,coloré exotique floral florissant quotidien féminin automne ensoleillé eté riche
Tonino Lamborghini,CUIR,CITRUS,Lucas Sieuzac,Mass Market,TONINO LAMBORGHINI TECNO PASSIONE,Italie,Homme,2023,vanille iris daim lavande cashmeran boisé musqué cardamome ambre bergamote cuir feuilles,robuste intense riche puissant or exotique automne confiant tapeàlœil nuit
Tonino Lamborghini,BOISÉ,CITRUS,Angéline Leporini-Poubeau,Mass Market,TONINO LAMBORGHINI TECNO FORZA,Italie,Homme,2023,sauge sclarée vanille lait de coco citron mousse de chêne bergamote bois de santal violette notes métalliques patchouli fumée,quotidien décontracté robuste automne intense riche puissant elégant jour généreux
Tonino Lamborghini,FOUGÈRE AROMATIQUE,CITRUS,Lucas Sieuzac,Mass Market,TONINO LAMBORGHINI TECNO AUDACIA,Italie,Homme,2023,lavandin vanille géranium mandarine lavande accord adrénaline pamplemousse ambre musc fève tonka,quotidien décontracté jour dynamique pétillant energisant sportif eté frais marin
Borntostandout,AMBRÉ (ORIENTAL),GOURMAND,Anne-Sophie Behaghel,Niche,SUGAR ADDICT,Corée du Sud,Unisexe,2023,cashmeran boisé musqué cannelle vanille fève tonka sucre rhum café cacao ciste labdanum,nuit généreux intense riche puissant robuste sucré chaud chaud hiver
Borntostandout,CUIR,GOURMAND,Amélie Bourgeois,Niche,SIN & PLEASURE,Corée du Sud,Unisexe,2023,ylangylang musc oud bois dagar cuir rhum bois de santal mousse de chêne fleurs blanches caramel amande patchouli vanille,intense riche puissant robuste automne chaud tapeàlœil nuit remarquable affirmé
Borntostandout,BOISÉ,AMBRÉ (ORIENTAL),Margaux Le Paih-Guérin,Niche,DIRTY HEAVEN,Corée du Sud,Unisexe,2023,musc fève tonka ambre fleurs blanches safran néroli vanille ambroxan ambre gris jasmin notes boisées,intense riche robuste puissant hiver boisé automne décontracté quotidien profond
Noème,BOISÉ,BOISÉ,Inconnu,Niche,ALTAÏ,France,Unisexe,2023,cannelle ambroxan ambre gris cashmeran boisé musqué vanille notes boisées patchouli cardamome café figue clou de girofle baies rouges,intense riche robuste puissant terreux automne hiver gris quotidien décontracté
Xerjoff,AMBRÉ (ORIENTAL),CITRUS,Inconnu,Niche,WHITE ON WHITE,Italie,Unisexe,2023,bergamote feuille de figuier musc patchouli bois de santal vanille bourbon cèdre lait de figue ambre baume de tolu,décontracté généreux robuste quotidien intense riche puissant girly confiant nuit
Olfactive Studio,BOISÉ,FRUITÉ,Marc-Antoine Corticchiato,Niche,SMOKY SOUL,France,Unisexe,2023,osmanthus chine poivre noir rose turquie thé noir algues patchouli indonésie vétiver java jasmin inde,intense riche robuste puissant quotidien boisé automne exotique marron décontracté
Natura,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Veronica Kato,Mass Market,KAIAK O2 MASCULINO,Brésil,Homme,2023,pamplemousse géranium lavande cardamome citron aiguilles de pin menthe bois de santal cèdre mousse poivre noir ambre priprioca vétiver aqueux patchouli gingembre violette poivre pomme baies de genièvre,dynamique eté quotidien décontracté jour pétillant energisant sportif aromatique camphré
Tom Tailor,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,MODERN SPIRIT,Allemagne,Unisexe,2023,mangue musc vanille bergamote ambre bois de santal fleur doranger,quotidien riche décontracté généreux intense robuste puissant jour exotique sucré
Boy Smells,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Niche,VANILLA ERA,États-Unis d'Amérique,Unisexe,2023,vanille safran iso e super note cèdre encens olibanum cashmeran boisé musqué papyrus poivre noir ambre betterave café tulipe,intense riche robuste puissant boisé hiver marron noir automne nuit
Adopt,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Emilie Coppermann,Mass Market,TERRE DE VANILLE,France,Femme,2023,mandarine iris cèdre vanille bourbon,intense riche robuste puissant nuit oriental ambré rond lourd tapeàlœil
Adopt,CHYPRE,FRUITÉ,Ane Ayo,Mass Market,MELROSE PARADISE,France,Femme,2023,pivoine patchouli crème chantilly framboise,automne hiver intense riche robuste puissant quotidien décontracté généreux jour
Bath &amp; Body Works,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Mass Market,MANHATTAN NIGHTCAP,États-Unis d'Amérique,Homme,2023,bois de santal bois de cerisier brandy,intense riche robuste puissant boisé hiver automne marron nuit quotidien
Laurent Mazzone,FLORAL,MUSQUÉ,Jérôme Epinette,Niche,CHEMISE BLANCHE EXTREME,France,Unisexe,2023,bergamote rose aldéhyde bois de santal ambre fève tonka muguet mandarine iris musc benjoin,quotidien rond décontracté propre blanc jour confortable charnel romantique automne
Hunq,CUIR,CITRUS,Inconnu,Niche,#006 BOXER,Pays-Bas,Unisexe,2023,styrax patchouli feuilles orange amère ambroxan ambre gris thym pamplemousse jasmin violette bergamote géranium iso e super note cèdre vétiver java orange cumin cuir noix de muscade petitgrain rose aiguilles de pin romarin sauge sclarée cade,robuste intense riche puissant or exotique automne confiant tapeàlœil nuit
Porsche Design,FLORAL,MUSQUÉ,Maïa Lernout,Mass Market,PORSCHE DESIGN WOMAN RUBY,Allemagne,Femme,2023,bergamote immortelle pivoine tangerine vanille amande musc fleur doranger bois de santal,quotidien rond décontracté blanc propre jour automne confortable radiant romantique
Otto Kern,BOISÉ,CITRUS,Nelly Hachem-Ruiz,Mass Market,OTTO KERN INTENSE,Allemagne,Homme,2023,géranium bois de santal poivre jamaïque pomme vanille cardamome citron châtaigne lavande,quotidien décontracté robuste intense riche puissant elégant généreux jour automne
Arquiste,FLORAL,CITRUS,Rodrigo Flores-Roux,Niche,L'OR DE LOUIS,États-Unis d'Amérique,Unisexe,2023,fleur doranger cade cèdre jasmin miel musc iris florence toscane grenade fumée,quotidien décontracté jour blanc sicile florissant lumière radiant printemps ensoleillé
Mancera,BOISÉ,TABAC,Inconnu,Niche,INTENSE RED TOBACCO,France,Unisexe,2023,bois de santal cannelle poire patchouli ambre safran cuir musc feuille de tabac encens olibanum bois de gaïac noix de muscade jasmin oud bois dagar vétiver vanille madagascar,intense riche robuste puissant noir automne hiver boisé marron gris
Guess,AMBRÉ (ORIENTAL),FRUITÉ,Linda Chinery,Prestige,GUESS TYPE 2 RED CURRANT & BALSAM,États-Unis d'Amérique,Unisexe,2023,jasmin groseille cèdre fleur doranger vétiver mousse de chêne musc bergamote fir balsam ambre,intense riche robuste puissant généreux quotidien girly sucré lourd tapeàlœil
Avon,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Mass Market,ELITE GENTLEMAN QUEST,États-Unis d'Amérique,Unisexe,2023,cèdre café gingembre,intense riche robuste puissant hiver automne boisé elégant nuit décontracté
Beso Beach,FLORAL,CITRUS,Carlos Benaïm,Niche,BESO DE LUNA,Espagne,Unisexe,2023,poivre rose magnolia accord boisé ambré rose musc patchouli bergamote citron cashmeran boisé musqué,quotidien décontracté jour blanc florissant lumière radiant printemps ensoleillé optimiste
Jo Loves,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Niche,AMBER LIME & BERGAMOT,Royaume-Uni,Unisexe,2023,daim citron vert patchouli ambre cèdre bergamote mandarine,robuste intense riche puissant hiver boisé nuit automne noir décontracté
Vince Camuto,FOUGÈRE AROMATIQUE,AQUEUX,Yves Cassar,Mass Market,VINCE CAMUTO RIVIERA,États-Unis d'Amérique,Unisexe,2023,aqueux citron herbes,dynamique sportif eté quotidien décontracté frais marin ozone jour pétillant
Berdoues,FOUGÈRE AROMATIQUE,VERT,Inconnu,Mass Market,THÉ VERT & FREE,France,Unisexe,2023,menthe bois de santal thé vert,quotidien décontracté jour dynamique energisant sportif eté printemps pétillant aromatique
Berdoues,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,OSMANTHUS & LOVE,France,Unisexe,2023,vanille fleur doranger osmanthus,quotidien riche décontracté généreux intense robuste puissant jour exotique sucré
Berdoues,FLORAL,CITRUS,Inconnu,Mass Market,NÉROLI & PEACE,France,Unisexe,2023,musc néroli fleur doranger,quotidien décontracté jour florissant printemps romantique blanc unisexe eté radiant
Guess,BOISÉ,TABAC,Catherine Selig,Prestige,GUESS TYPE 3 TOBACCO & AMBERWOOD,États-Unis d'Amérique,Unisexe,2023,fève tonka amberwood fleur de tabac vanille musc mandarine bergamote rose feuille de tabac,intense riche hiver robuste puissant nuit automne quotidien décontracté exotique
Guess,CHYPRE,CITRUS,Catherine Selig,Prestige,GUESS TYPE 1 BERGAMOT & VETIVER,États-Unis d'Amérique,Unisexe,2023,cardamome bergamote vétiver lys patchouli mandarine basilic accord peau iris,robuste intense riche puissant décontracté exotique quotidien jour hiver elégant
Gant,FOUGÈRE AROMATIQUE,CITRUS,Inconnu,Mass Market,GANT (2023),États-Unis d'Amérique,Homme,2023,romarin cèdre bergamote ambertonic boisé ambré curcuma armoise mandarine lierre poivre rose sinfonide musc patchouli bois de santal citron,quotidien décontracté jour dynamique pétillant energisant sportif eté frais marin
The 7 Virtues,FLORAL,AMBRÉ (ORIENTAL),Julie Pluchet,Niche,CHERRY AMBITION,Canada,Unisexe,2023,osmanthus cognac safran iris fleurs de cerisier cerise bois de gaïac vanille poivre rose agave santal australie musc ambre encens olibanum mandarine marshmallow,rond quotidien riche intense robuste puissant décontracté généreux charnel violet
Berdoues,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,BAIES & FUN,France,Unisexe,2023,poivre rose ylangylang bergamote,floral riche automne féminin quotidien florissant exotique robuste intense puissant
Creed,BOISÉ,CITRUS,Jean-Christophe Hérault,Niche,AVENTUS ABSOLU 2023,France,Homme,2023,mousse de chêne ananas pamplemousse ambroxan ambre gris musc citron bergamote ciste labdanum patchouli cashmeran boisé musqué cassis gingembre vétiver haïti cardamome poivre rose cannelle,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Molinard,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Inconnu,Niche,À CORPS CUIVRÉ,France,Unisexe,2023,baies de genièvre clou de girofle cannelle rhum patchouli,enveloppant enveloppant intense riche robuste puissant nuit hiver ambré rond
